number,street,city,latGold,lonGold,geoapi_id,request_id,lat,long,accuracy,public_place
1374,AVENIDA LEONCIO DE MAGALHAES,SAO PAULO,-23.488894,-46.619041,MapBox,18153,-23.489505,-46.618998,0.801728,AVENIDA LEONCIO DE MAGALHAES
1374,AVENIDA LEONCIO DE MAGALHAES,SAO PAULO,-23.488894,-46.619041,OpenRouteService,18153,-23.489505,-46.618998,0.8,AVENIDA LEONCIO DE MAGALHAES
381,PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493537,-46.615668,OpenRouteService,18154,-23.494102,-46.616408,0.8,PROFESSOR FABIO FANUCCHI
381,PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493537,-46.615668,TomTom,18154,-23.49334,-46.61547,14.211019516,PROFESSOR FABIO FANUCCHI
381,PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493537,-46.615668,Google,18154,-23.4934901,-46.6159041,,PROFESSOR FABIO FANUCCHI
381,PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493537,-46.615668,MapBox,18154,-23.493434,-46.615498,0.795556,PROFESSOR FABIO FANUCCHI
425,RUA PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493329,-46.615382,Google,18155,-23.4929653,-46.615678,,RUA PROFESSOR FABIO FANUCCHI
425,RUA PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493329,-46.615382,TomTom,18155,-23.49337,-46.61545,16.2342300415,RUA PROFESSOR FABIO FANUCCHI
425,RUA PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493329,-46.615382,OpenRouteService,18155,-23.493038,-46.615951,0.8,RUA PROFESSOR FABIO FANUCCHI
425,RUA PROFESSOR FABIO FANUCCHI,SAO PAULO,-23.493329,-46.615382,MapBox,18155,-23.493434,-46.615498,0.801728,RUA PROFESSOR FABIO FANUCCHI
225,RUA PEDRO CACUNDA,SAO PAULO,-23.494642,-46.612608,OpenRouteService,18156,-23.488047,-46.611217,0.8,RUA PEDRO CACUNDA
225,RUA PEDRO CACUNDA,SAO PAULO,-23.494642,-46.612608,MapBox,18156,-23.492335,-46.6119945,0.74,RUA PEDRO CACUNDA
225,RUA PEDRO CACUNDA,SAO PAULO,-23.494642,-46.612608,TomTom,18156,-23.4916,-46.61222,14.2824602127,RUA PEDRO CACUNDA
225,RUA PEDRO CACUNDA,SAO PAULO,-23.494642,-46.612608,Google,18156,-23.4916325,-46.61230570000001,,RUA PEDRO CACUNDA
       164,JULIA LOPES DE ALMEIDA,SAO PAULO,-23.489146,-46.614197,OpenRouteService,18157,-23.570533,-46.663713,0.6,JULIA LOPES DE ALMEIDA
       164,JULIA LOPES DE ALMEIDA,SAO PAULO,-23.489146,-46.614197,Google,18157,-23.4889451,-46.61444909999999,,JULIA LOPES DE ALMEIDA
       164,JULIA LOPES DE ALMEIDA,SAO PAULO,-23.489146,-46.614197,MapBox,18157,-23.488901,-46.614304,0.801728,JULIA LOPES DE ALMEIDA
275,RUA JULIA LOPES DE ALMEIDA,SAO PAULO,-23.488238,-46.614325,MapBox,18158,-23.489816,-46.614016,0.806667,RUA JULIA LOPES DE ALMEIDA
275,RUA JULIA LOPES DE ALMEIDA,SAO PAULO,-23.488238,-46.614325,OpenRouteService,18158,-23.489771,-46.614198,0.8,RUA JULIA LOPES DE ALMEIDA
275,RUA JULIA LOPES DE ALMEIDA,SAO PAULO,-23.488238,-46.614325,Google,18158,-23.4897511,-46.6141049,,RUA JULIA LOPES DE ALMEIDA
275,RUA JULIA LOPES DE ALMEIDA,SAO PAULO,-23.488238,-46.614325,TomTom,18158,-23.48969,-46.61387,18.5325260162,RUA JULIA LOPES DE ALMEIDA
153,RUA ANTONIO LOURENCO,SAO PAULO,-23.485682,-46.619832,OpenRouteService,18159,-23.485619,-46.619575,0.8,RUA ANTONIO LOURENCO
153,RUA ANTONIO LOURENCO,SAO PAULO,-23.485682,-46.619832,MapBox,18159,-23.4865813,-46.6193919,0.74,RUA ANTONIO LOURENCO
153,RUA ANTONIO LOURENCO,SAO PAULO,-23.485682,-46.619832,Google,18159,-23.4855896,-46.619227,,RUA ANTONIO LOURENCO
153,RUA ANTONIO LOURENCO,SAO PAULO,-23.485682,-46.619832,TomTom,18159,-23.48567,-46.61934,14.2824602127,RUA ANTONIO LOURENCO
100,RUA FLORINEIA,SAO PAULO,-23.485736,-46.618708,TomTom,18160,-23.48565,-46.61871,12.0984487534,RUA FLORINEIA
100,RUA FLORINEIA,SAO PAULO,-23.485736,-46.618708,OpenRouteService,18160,-23.485869,-46.618393,0.8,RUA FLORINEIA
100,RUA FLORINEIA,SAO PAULO,-23.485736,-46.618708,Google,18160,-23.4856533,-46.6186606,,RUA FLORINEIA
100,RUA FLORINEIA,SAO PAULO,-23.485736,-46.618708,MapBox,18160,-23.485723,-46.61848,0.787619,RUA FLORINEIA
501,RUA ALTINOPOLIS,SAO PAULO,-23.482573,-46.620038,OpenRouteService,18161,-23.482739,-46.619917,0.8,RUA ALTINOPOLIS
501,RUA ALTINOPOLIS,SAO PAULO,-23.482573,-46.620038,Google,18161,-23.4826282,-46.6201811,,RUA ALTINOPOLIS
501,RUA ALTINOPOLIS,SAO PAULO,-23.482573,-46.620038,MapBox,18161,-23.482618,-46.620201,0.787619,RUA ALTINOPOLIS
501,RUA ALTINOPOLIS,SAO PAULO,-23.482573,-46.620038,TomTom,18161,-23.48277,-46.62018,12.0984487534,RUA ALTINOPOLIS
       221,ALTINOPOLIS,SAO PAULO,-23.484373,-46.618227,MapBox,18162,-23.484373,-46.618095,0.71963,ALTINOPOLIS
       221,ALTINOPOLIS,SAO PAULO,-23.484373,-46.618227,Google,18162,-23.484583,-46.6182969,,ALTINOPOLIS
       221,ALTINOPOLIS,SAO PAULO,-23.484373,-46.618227,OpenRouteService,18162,-23.570533,-46.663713,0.6,ALTINOPOLIS
652,RUA CAPITAO ALBERTO MENDES JUNIOR,SAO PAULO,-23.482493,-46.615747,Google,18163,-23.4826167,-46.6156215,,RUA CAPITAO ALBERTO MENDES JUNIOR
652,RUA CAPITAO ALBERTO MENDES JUNIOR,SAO PAULO,-23.482493,-46.615747,OpenRouteService,18163,-23.485395,-46.620776,0.8,RUA CAPITAO ALBERTO MENDES JUNIOR
652,RUA CAPITAO ALBERTO MENDES JUNIOR,SAO PAULO,-23.482493,-46.615747,TomTom,18163,-23.48248,-46.61573,18.5256881714,RUA CAPITAO ALBERTO MENDES JUNIOR
652,RUA CAPITAO ALBERTO MENDES JUNIOR,SAO PAULO,-23.482493,-46.615747,MapBox,18163,-23.483596475,-46.6170951038914,0.762222,RUA CAPITAO ALBERTO MENDES JUNIOR
30,JOSE DE ALBUQUERQUE MEDEIROS,SAO PAULO,-23.481138,-46.612711,Google,18164,-23.4810032,-46.6125129,,JOSE DE ALBUQUERQUE MEDEIROS
30,JOSE DE ALBUQUERQUE MEDEIROS,SAO PAULO,-23.481138,-46.612711,OpenRouteService,18164,-23.570533,-46.663713,0.6,JOSE DE ALBUQUERQUE MEDEIROS
30,JOSE DE ALBUQUERQUE MEDEIROS,SAO PAULO,-23.481138,-46.612711,TomTom,18164,-23.48107,-46.6126,16.3401527405,JOSE DE ALBUQUERQUE MEDEIROS
30,JOSE DE ALBUQUERQUE MEDEIROS,SAO PAULO,-23.481138,-46.612711,MapBox,18164,-23.481155,-46.612535,0.801728,JOSE DE ALBUQUERQUE MEDEIROS
111,PRACA DONA JOANA,SAO PAULO,-23.47796,-46.626639,Google,18165,-23.4781693,-46.6264711,,PRACA DONA JOANA
111,PRACA DONA JOANA,SAO PAULO,-23.47796,-46.626639,MapBox,18165,-23.478354,-46.626271,0.795556,PRACA DONA JOANA
111,PRACA DONA JOANA,SAO PAULO,-23.47796,-46.626639,TomTom,18165,-23.47815,-46.62627,14.2754888535,PRACA DONA JOANA
111,PRACA DONA JOANA,SAO PAULO,-23.47796,-46.626639,OpenRouteService,18165,-23.478196,-46.626232,0.8,PRACA DONA JOANA
363,INACIO MAMMANA,SAO PAULO,-23.47623,-46.626459,Google,18166,-23.4763409,-46.6266067,,INACIO MAMMANA
363,INACIO MAMMANA,SAO PAULO,-23.47623,-46.626459,MapBox,18166,-23.476272,-46.626629,0.787619,INACIO MAMMANA
363,INACIO MAMMANA,SAO PAULO,-23.47623,-46.626459,OpenRouteService,18166,-23.570533,-46.663713,0.6,INACIO MAMMANA
363,INACIO MAMMANA,SAO PAULO,-23.47623,-46.626459,TomTom,18166,-23.47614,-46.62644,12.0475168228,INACIO MAMMANA
87,RUA SOLDADO BENTINHO,SAO PAULO,-23.470239,-46.628249,MapBox,18167,-23.4706,-46.628821,0.795556,RUA SOLDADO BENTINHO
87,RUA SOLDADO BENTINHO,SAO PAULO,-23.470239,-46.628249,OpenRouteService,18167,-23.470257,-46.628383,0.8,RUA SOLDADO BENTINHO
87,RUA SOLDADO BENTINHO,SAO PAULO,-23.470239,-46.628249,Google,18167,-23.470993,-46.6289624,,RUA SOLDADO BENTINHO
87,RUA SOLDADO BENTINHO,SAO PAULO,-23.470239,-46.628249,TomTom,18167,-23.47043,-46.62866,12.5686864853,RUA SOLDADO BENTINHO
147,RUA ALBERTINA VIEIRA DONA SILVA GORDO,SAO PAULO,-23.476955,-46.624271,OpenRouteService,18168,-23.570533,-46.663713,0.6,RUA ALBERTINA VIEIRA DONA SILVA GORDO
147,RUA ALBERTINA VIEIRA DONA SILVA GORDO,SAO PAULO,-23.476955,-46.624271,MapBox,18168,-23.462561,-46.624403,0.649091,RUA ALBERTINA VIEIRA DONA SILVA GORDO
147,RUA ALBERTINA VIEIRA DONA SILVA GORDO,SAO PAULO,-23.476955,-46.624271,Google,18168,-23.476854,-46.6242491,,RUA ALBERTINA VIEIRA DONA SILVA GORDO
147,RUA ALBERTINA VIEIRA DONA SILVA GORDO,SAO PAULO,-23.476955,-46.624271,TomTom,18168,-23.47696,-46.62418,18.4155654907,RUA ALBERTINA VIEIRA DONA SILVA GORDO
432,RUA MAMUD RAHD,SAO PAULO,-23.463577,-46.628713,MapBox,18169,-23.461582,-46.628018,0.795556,RUA MAMUD RAHD
432,RUA MAMUD RAHD,SAO PAULO,-23.463577,-46.628713,Google,18169,-23.4610871,-46.627744,,RUA MAMUD RAHD
432,RUA MAMUD RAHD,SAO PAULO,-23.463577,-46.628713,OpenRouteService,18169,-23.459958,-46.625444,0.8,RUA MAMUD RAHD
432,RUA MAMUD RAHD,SAO PAULO,-23.463577,-46.628713,TomTom,18169,-23.46107,-46.62771,14.2824602127,RUA MAMUD RAHD
236,JULIO PRADO NEVES TENENTE,SAO PAULO,-23.463109,-46.625659,TomTom,18170,-23.46352,-46.61881,16.1531715393,JULIO PRADO NEVES TENENTE
236,JULIO PRADO NEVES TENENTE,SAO PAULO,-23.463109,-46.625659,Google,18170,-23.4635875,-46.6220633,,JULIO PRADO NEVES TENENTE
236,JULIO PRADO NEVES TENENTE,SAO PAULO,-23.463109,-46.625659,OpenRouteService,18170,-23.570533,-46.663713,0.6,JULIO PRADO NEVES TENENTE
236,JULIO PRADO NEVES TENENTE,SAO PAULO,-23.463109,-46.625659,MapBox,18170,-23.463571,-46.61882,0.685062,JULIO PRADO NEVES TENENTE
58,RUA ANTONIO PESTANA,SAO PAULO,-23.463169,-46.622216,Google,18171,-23.461649,-46.6223009,,RUA ANTONIO PESTANA
58,RUA ANTONIO PESTANA,SAO PAULO,-23.463169,-46.622216,MapBox,18171,-23.463277,-46.6223145,0.74,RUA ANTONIO PESTANA
58,RUA ANTONIO PESTANA,SAO PAULO,-23.463169,-46.622216,TomTom,18171,-23.46151,-46.62189,14.2824602127,RUA ANTONIO PESTANA
58,RUA ANTONIO PESTANA,SAO PAULO,-23.463169,-46.622216,OpenRouteService,18171,-23.462148,-46.622029,0.8,RUA ANTONIO PESTANA
155,RUA ANTONIO PESTANA,SAO PAULO,-23.462218,-46.622124,MapBox,18172,-23.463277,-46.6223145,0.74,RUA ANTONIO PESTANA
155,RUA ANTONIO PESTANA,SAO PAULO,-23.462218,-46.622124,Google,18172,-23.4623395,-46.621632,,RUA ANTONIO PESTANA
155,RUA ANTONIO PESTANA,SAO PAULO,-23.462218,-46.622124,TomTom,18172,-23.46211,-46.6219,14.2824602127,RUA ANTONIO PESTANA
155,RUA ANTONIO PESTANA,SAO PAULO,-23.462218,-46.622124,OpenRouteService,18172,-23.462148,-46.622029,0.8,RUA ANTONIO PESTANA
1477,AVENIDA AGUA FRIA,SAO PAULO,-23.476316,-46.619791,MapBox,18173,-23.476067,-46.619583,0.795556,AVENIDA AGUA FRIA
1477,AVENIDA AGUA FRIA,SAO PAULO,-23.476316,-46.619791,OpenRouteService,18173,-23.488612,-46.624144,0.8,AVENIDA AGUA FRIA
1477,AVENIDA AGUA FRIA,SAO PAULO,-23.476316,-46.619791,Google,18173,-23.4762203,-46.619842,,AVENIDA AGUA FRIA
1477,AVENIDA AGUA FRIA,SAO PAULO,-23.476316,-46.619791,TomTom,18173,-23.47618,-46.61971,14.2824602127,AVENIDA AGUA FRIA
1913,AVENIDA AGUA FRIA,SAO PAULO,-23.472348,-46.618137,Google,18174,-23.4726605,-46.6183723,,AVENIDA AGUA FRIA
1913,AVENIDA AGUA FRIA,SAO PAULO,-23.472348,-46.618137,TomTom,18174,-23.473,-46.6186,14.2824602127,AVENIDA AGUA FRIA
1913,AVENIDA AGUA FRIA,SAO PAULO,-23.472348,-46.618137,OpenRouteService,18174,-23.488612,-46.624144,0.8,AVENIDA AGUA FRIA
1913,AVENIDA AGUA FRIA,SAO PAULO,-23.472348,-46.618137,MapBox,18174,-23.472424,-46.618096,0.795556,AVENIDA AGUA FRIA
2724,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.473197,-46.614706,MapBox,18175,-23.474894,-46.612936,0.795556,AVENIDA NOVA CANTAREIRA
2724,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.473197,-46.614706,TomTom,18175,-23.47466,-46.61259,14.2824602127,AVENIDA NOVA CANTAREIRA
2724,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.473197,-46.614706,Google,18175,-23.4744918,-46.6130651,,AVENIDA NOVA CANTAREIRA
2724,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.473197,-46.614706,OpenRouteService,18175,-23.474598,-46.612775,0.8,AVENIDA NOVA CANTAREIRA
      3207,NOVA CANTAREIRA,SAO PAULO,-23.469949,-46.617073,OpenRouteService,18176,-20.489613,-47.42802,1.0,NOVA CANTAREIRA
      3207,NOVA CANTAREIRA,SAO PAULO,-23.469949,-46.617073,Google,18176,-23.4724152,-46.6173391,,NOVA CANTAREIRA
      3207,NOVA CANTAREIRA,SAO PAULO,-23.469949,-46.617073,MapBox,18176,-23.472306,-46.617103,0.721746,NOVA CANTAREIRA
2534,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.468462,-46.616701,MapBox,18177,-23.475552,-46.612037,0.795556,AVENIDA NOVA CANTAREIRA
2534,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.468462,-46.616701,Google,18177,-23.4755738,-46.612042,,AVENIDA NOVA CANTAREIRA
2534,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.468462,-46.616701,TomTom,18177,-23.47567,-46.61217,14.2824602127,AVENIDA NOVA CANTAREIRA
2534,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.468462,-46.616701,OpenRouteService,18177,-23.475203,-46.611778,0.8,AVENIDA NOVA CANTAREIRA
      3531,NOVA CANTAREIRA,SAO PAULO,-23.468047,-46.616793,Google,18178,-23.4701761,-46.6173443,,NOVA CANTAREIRA
      3531,NOVA CANTAREIRA,SAO PAULO,-23.468047,-46.616793,OpenRouteService,18178,-20.489613,-47.42802,1.0,NOVA CANTAREIRA
      3531,NOVA CANTAREIRA,SAO PAULO,-23.468047,-46.616793,MapBox,18178,-23.46416,-46.61661,0.721746,NOVA CANTAREIRA
3734,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.466652,-46.616029,TomTom,18179,-23.46787,-46.61551,14.2824602127,AVENIDA NOVA CANTAREIRA
3734,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.466652,-46.616029,OpenRouteService,18179,-23.460702,-46.615483,0.8,AVENIDA NOVA CANTAREIRA
3734,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.466652,-46.616029,Google,18179,-23.4679595,-46.6164958,,AVENIDA NOVA CANTAREIRA
3734,AVENIDA NOVA CANTAREIRA,SAO PAULO,-23.466652,-46.616029,MapBox,18179,-23.468062,-46.616563,0.795556,AVENIDA NOVA CANTAREIRA
123,AVENIDA AGUAS DE SAO PEDRO,SAO PAULO,-23.48753,-46.612144,OpenRouteService,18180,-23.486824,-46.614505,0.8,AVENIDA AGUAS DE SAO PEDRO
123,AVENIDA AGUAS DE SAO PEDRO,SAO PAULO,-23.48753,-46.612144,TomTom,18180,-23.4861,-46.61526,18.5331230164,AVENIDA AGUAS DE SAO PEDRO
123,AVENIDA AGUAS DE SAO PEDRO,SAO PAULO,-23.48753,-46.612144,Google,18180,-23.4860208,-46.6151317,,AVENIDA AGUAS DE SAO PEDRO
123,AVENIDA AGUAS DE SAO PEDRO,SAO PAULO,-23.48753,-46.612144,MapBox,18180,-23.486168,-46.615348,0.806667,AVENIDA AGUAS DE SAO PEDRO
268,RUA PAULO DE AVELAR,SAO PAULO,-23.493145,-46.607507,TomTom,18181,-23.49304,-46.60812,16.4519615173,RUA PAULO DE AVELAR
268,RUA PAULO DE AVELAR,SAO PAULO,-23.493145,-46.607507,Google,18181,-23.4931027,-46.6079775,,RUA PAULO DE AVELAR
268,RUA PAULO DE AVELAR,SAO PAULO,-23.493145,-46.607507,MapBox,18181,-23.493047,-46.607614,0.801728,RUA PAULO DE AVELAR
268,RUA PAULO DE AVELAR,SAO PAULO,-23.493145,-46.607507,OpenRouteService,18181,-23.491959,-46.60064,0.8,RUA PAULO DE AVELAR
197,RUA HENRIQUE BRAGLIA,SAO PAULO,-23.491401,-46.606741,OpenRouteService,18182,-23.490723,-46.606516,0.8,RUA HENRIQUE BRAGLIA
197,RUA HENRIQUE BRAGLIA,SAO PAULO,-23.491401,-46.606741,TomTom,18182,-23.4912,-46.6067,14.2824602127,RUA HENRIQUE BRAGLIA
197,RUA HENRIQUE BRAGLIA,SAO PAULO,-23.491401,-46.606741,MapBox,18182,-23.491587,-46.606762,0.795556,RUA HENRIQUE BRAGLIA
197,RUA HENRIQUE BRAGLIA,SAO PAULO,-23.491401,-46.606741,Google,18182,-23.4914091,-46.6069745,,RUA HENRIQUE BRAGLIA
2936,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.489954,-46.608256,TomTom,18183,-23.49021,-46.60838,16.4244728088,AVENIDA GENERAL ATALIBA LEONEL
2936,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.489954,-46.608256,OpenRouteService,18183,-23.490436,-46.608127,0.8,AVENIDA GENERAL ATALIBA LEONEL
2936,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.489954,-46.608256,MapBox,18183,-23.490345,-46.608124,0.801728,AVENIDA GENERAL ATALIBA LEONEL
2936,AVENIDA GENERAL ATALIBA LEONEL,SAO PAULO,-23.489954,-46.608256,Google,18183,-23.4903271,-46.6083662,,AVENIDA GENERAL ATALIBA LEONEL
203,DOUTOR MARREI JUNIOR,SAO PAULO,-23.488738,-46.605669,MapBox,18184,-23.488723,-46.605592,0.795556,DOUTOR MARREI JUNIOR
203,DOUTOR MARREI JUNIOR,SAO PAULO,-23.488738,-46.605669,Google,18184,-23.4886273,-46.6055985,,DOUTOR MARREI JUNIOR
203,DOUTOR MARREI JUNIOR,SAO PAULO,-23.488738,-46.605669,TomTom,18184,-23.48873,-46.60562,13.3273305893,DOUTOR MARREI JUNIOR
203,DOUTOR MARREI JUNIOR,SAO PAULO,-23.488738,-46.605669,OpenRouteService,18184,-23.570533,-46.663713,0.6,DOUTOR MARREI JUNIOR
1816,AVENIDA MAL EURICO G DUTRA,SAO PAULO,-23.483967,-46.608477,TomTom,18185,-23.48534,-46.6097,18.1654033661,AVENIDA MAL EURICO G DUTRA
1816,AVENIDA MAL EURICO G DUTRA,SAO PAULO,-23.483967,-46.608477,Google,18185,-23.4854093,-46.6095499,,AVENIDA MAL EURICO G DUTRA
1816,AVENIDA MAL EURICO G DUTRA,SAO PAULO,-23.483967,-46.608477,MapBox,18185,-21.5519116,-47.699862,0.582593,AVENIDA MAL EURICO G DUTRA
1816,AVENIDA MAL EURICO G DUTRA,SAO PAULO,-23.483967,-46.608477,OpenRouteService,18185,-23.570533,-46.663713,0.6,AVENIDA MAL EURICO G DUTRA
1560,NOVA CANTAREIRA,SAO PAULO,-23.481312,-46.6121,Google,18186,-23.4819234,-46.6126448,,NOVA CANTAREIRA
1560,NOVA CANTAREIRA,SAO PAULO,-23.481312,-46.6121,TomTom,18186,-23.48193,-46.61263,12.0475168228,NOVA CANTAREIRA
1560,NOVA CANTAREIRA,SAO PAULO,-23.481312,-46.6121,MapBox,18186,-23.481807,-46.612764,0.721746,NOVA CANTAREIRA
1560,NOVA CANTAREIRA,SAO PAULO,-23.481312,-46.6121,OpenRouteService,18186,-20.489613,-47.42802,1.0,NOVA CANTAREIRA
65,RUA AITINGA,SAO PAULO,-23.480849,-46.609318,Google,18187,-23.4802216,-46.6094422,,RUA AITINGA
65,RUA AITINGA,SAO PAULO,-23.480849,-46.609318,MapBox,18187,-23.592146,-46.500951,0.775856,RUA AITINGA
65,RUA AITINGA,SAO PAULO,-23.480849,-46.609318,OpenRouteService,18187,-23.480573,-46.609398,0.8,RUA AITINGA
65,RUA AITINGA,SAO PAULO,-23.480849,-46.609318,TomTom,18187,-23.48032,-46.60944,12.0984487534,RUA AITINGA
832,AVENIDA TUCURUVI,SAO PAULO,-23.478424,-46.609163,MapBox,18188,-23.481279,-46.604038,0.787619,AVENIDA TUCURUVI
832,AVENIDA TUCURUVI,SAO PAULO,-23.478424,-46.609163,OpenRouteService,18188,-23.478025,-46.609608,0.8,AVENIDA TUCURUVI
832,AVENIDA TUCURUVI,SAO PAULO,-23.478424,-46.609163,TomTom,18188,-23.48176,-46.60408,12.0984487534,AVENIDA TUCURUVI
832,AVENIDA TUCURUVI,SAO PAULO,-23.478424,-46.609163,Google,18188,-23.4814116,-46.6039457,,AVENIDA TUCURUVI
470,AVENIDA TUCURUVI,SAO PAULO,-23.480447,-46.606462,Google,18189,-23.4803544,-46.6073688,,AVENIDA TUCURUVI
470,AVENIDA TUCURUVI,SAO PAULO,-23.480447,-46.606462,TomTom,18189,-23.48028,-46.60715,12.0984487534,AVENIDA TUCURUVI
470,AVENIDA TUCURUVI,SAO PAULO,-23.480447,-46.606462,OpenRouteService,18189,-23.480641,-46.607375,0.8,AVENIDA TUCURUVI
470,AVENIDA TUCURUVI,SAO PAULO,-23.480447,-46.606462,MapBox,18189,-23.480614,-46.607303,0.787619,AVENIDA TUCURUVI
724,AVENIDA TUCURUVI,SAO PAULO,-23.479181,-46.608353,Google,18190,-23.4811998,-46.6049118,,AVENIDA TUCURUVI
724,AVENIDA TUCURUVI,SAO PAULO,-23.479181,-46.608353,MapBox,18190,-23.481345,-46.60499,0.787619,AVENIDA TUCURUVI
724,AVENIDA TUCURUVI,SAO PAULO,-23.479181,-46.608353,TomTom,18190,-23.48103,-46.60486,11.9583129883,AVENIDA TUCURUVI
724,AVENIDA TUCURUVI,SAO PAULO,-23.479181,-46.608353,OpenRouteService,18190,-23.481084,-46.604867,0.8,AVENIDA TUCURUVI
143,RUA AUSONIA,SAO PAULO,-23.478677,-46.604407,OpenRouteService,18191,-23.476533,-46.606498,0.8,RUA AUSONIA
143,RUA AUSONIA,SAO PAULO,-23.478677,-46.604407,TomTom,18191,-23.47655,-46.6064,12.0984487534,RUA AUSONIA
143,RUA AUSONIA,SAO PAULO,-23.478677,-46.604407,MapBox,18191,-23.476533,-46.606498,0.787619,RUA AUSONIA
143,RUA AUSONIA,SAO PAULO,-23.478677,-46.604407,Google,18191,-23.476549,-46.6063529,,RUA AUSONIA
378,RUA NILO LUIZ MAZZEI,SAO PAULO,-23.49346,-46.602808,OpenRouteService,18192,-23.570533,-46.663713,0.6,RUA NILO LUIZ MAZZEI
378,RUA NILO LUIZ MAZZEI,SAO PAULO,-23.49346,-46.602808,MapBox,18192,-23.573777,-46.637792,0.702963,RUA NILO LUIZ MAZZEI
378,RUA NILO LUIZ MAZZEI,SAO PAULO,-23.49346,-46.602808,Google,18192,-23.4936688,-46.6021919,,RUA NILO LUIZ MAZZEI
378,RUA NILO LUIZ MAZZEI,SAO PAULO,-23.49346,-46.602808,TomTom,18192,-23.49371,-46.6025,15.5531587601,RUA NILO LUIZ MAZZEI
S/N,RUA NILO LUIS MAZZEI,SAO PAULO,-23.492399,-46.602029,Google,18193,-23.4944282,-46.6032565,,RUA NILO LUIS MAZZEI
S/N,RUA NILO LUIS MAZZEI,SAO PAULO,-23.492399,-46.602029,OpenRouteService,18193,-23.493936,-46.60327,0.8,RUA NILO LUIS MAZZEI
S/N,RUA NILO LUIS MAZZEI,SAO PAULO,-23.492399,-46.602029,TomTom,18193,-23.49448,-46.60324,18.6657676697,RUA NILO LUIS MAZZEI
S/N,RUA NILO LUIS MAZZEI,SAO PAULO,-23.492399,-46.602029,MapBox,18193,-23.4926131,-46.6014117,0.717778,RUA NILO LUIS MAZZEI
521,RUA CARAPOCAIA,SAO PAULO,-23.493317,-46.598604,TomTom,18194,-23.49441,-46.59649,11.9583129883,RUA CARAPOCAIA
521,RUA CARAPOCAIA,SAO PAULO,-23.493317,-46.598604,OpenRouteService,18194,-23.493844,-46.597565,0.8,RUA CARAPOCAIA
521,RUA CARAPOCAIA,SAO PAULO,-23.493317,-46.598604,Google,18194,-23.4943308,-46.5965032,,RUA CARAPOCAIA
521,RUA CARAPOCAIA,SAO PAULO,-23.493317,-46.598604,MapBox,18194,-23.494464,-46.59649,0.787619,RUA CARAPOCAIA
481,AVENIDA JULIO BUONO,SAO PAULO,-23.494234,-46.597935,MapBox,18195,-23.494077,-46.597842,0.795556,AVENIDA JULIO BUONO
481,AVENIDA JULIO BUONO,SAO PAULO,-23.494234,-46.597935,Google,18195,-23.4941048,-46.5981124,,AVENIDA JULIO BUONO
481,AVENIDA JULIO BUONO,SAO PAULO,-23.494234,-46.597935,TomTom,18195,-23.49407,-46.59815,14.2824602127,AVENIDA JULIO BUONO
481,AVENIDA JULIO BUONO,SAO PAULO,-23.494234,-46.597935,OpenRouteService,18195,-23.488169,-46.59384,0.8,AVENIDA JULIO BUONO
119,RUA JOSE DE ALMEIDA,SAO PAULO,-23.493045,-46.596657,OpenRouteService,18196,-23.488354,-46.593021,0.8,RUA JOSE DE ALMEIDA
119,RUA JOSE DE ALMEIDA,SAO PAULO,-23.493045,-46.596657,MapBox,18196,-23.492268,-46.596098,0.801728,RUA JOSE DE ALMEIDA
119,RUA JOSE DE ALMEIDA,SAO PAULO,-23.493045,-46.596657,TomTom,18196,-23.49298,-46.59646,16.4314441681,RUA JOSE DE ALMEIDA
119,RUA JOSE DE ALMEIDA,SAO PAULO,-23.493045,-46.596657,Google,18196,-23.4929919,-46.5964549,,RUA JOSE DE ALMEIDA
915,AVENIDA JULIO BUONO,SAO PAULO,-23.490795,-46.596117,OpenRouteService,18197,-23.490509,-46.596215,0.8,AVENIDA JULIO BUONO
915,AVENIDA JULIO BUONO,SAO PAULO,-23.490795,-46.596117,TomTom,18197,-23.4907,-46.59607,14.2824602127,AVENIDA JULIO BUONO
915,AVENIDA JULIO BUONO,SAO PAULO,-23.490795,-46.596117,Google,18197,-23.4905635,-46.5962384,,AVENIDA JULIO BUONO
